,Electricity (kWh),Heating (kWh)
1287,2081.311,75.65
1288,1677.442,43.919
1289,1286.923,51.432
1290,1620.622,61.988
1291,1023.879,33.978
1292,964.074,24.091
1293,1387.4,23.596
1294,1131.135,25.618
1295,1265.551,25.746
1296,823.308,21.469
1297,0.0,38.899
1298,1218.041,14.672
1299,873.295,5.455
1300,894.85,142.884
1301,1230.663,370.706
1302,583.464,282.424
1303,1033.797,48.547
1304,874.803,101.07
1305,1700.341,31.895
1306,1653.159,47.435
1307,1714.62,13.077
1308,1173.084,23.661
1309,2054.106,76.23
1310,965.165,26.043
1311,1909.121,32.506
1312,1450.871,33.751
1313,1714.57,19.243
1314,1600.776,96.464
1315,1118.95,25.567
1316,992.918,43.975
1317,1197.593,66.958
1318,920.567,55.914
1319,1281.927,19.891
1320,751.5,41.286
1321,969.21,50.257
1322,866.827,42.78
1323,805.599,39.651
1324,642.159,21.739
1325,1237.269,14.082
1326,785.432,26.985
1327,1332.913,95.945
1328,754.245,7.527
1329,1414.696,8.429
1330,1879.6,36.874
1331,1348.334,147.505
1332,1491.397,107.408
1333,1152.666,260.521
1334,767.896,58.027
1335,2078.845,30.331
1336,1707.441,32.427
1337,1575.697,6.035
1338,1616.293,53.859
1339,1439.867,26.175
1340,1118.319,20.572
1341,1396.504,10.655
1342,803.335,12.891
1343,879.654,18.74
1344,989.641,37.272
1345,901.089,25.381
1346,1204.394,7.526
1347,828.319,34.056
1348,742.083,127.372
1349,1073.188,829.924
1350,1071.169,163.319
1351,840.551,58.824
1352,815.075,14.805
1353,944.11,15.045
1354,1188.123,33.792
1355,1769.112,57.732
1356,1174.238,40.758
1357,1339.305,92.649
1358,1404.335,45.505
1359,2049.153,22.961
1360,1398.947,11.093
1361,1558.653,9.328
1362,1476.401,54.659
1363,991.5,18.363
1364,1338.253,47.588
1365,929.709,29.693
1366,1439.686,0.0
1367,836.6,33.895
1368,1063.009,86.419
1369,621.653,18.251
1370,637.559,65.191
1371,965.617,27.155
1372,696.795,16.82
1373,1351.457,196.938
1374,649.022,13.679
1375,562.905,216.644
1376,703.007,18.818
1377,1280.288,125.224
1378,1514.737,25.538
1379,1326.297,110.232
1380,721.741,6.712
1381,1831.999,58.779
1382,1218.763,82.748
1383,1614.873,25.463
1384,1662.87,57.515
1385,1890.007,14.155
1386,894.476,64.343
1387,1699.662,121.119
1388,1426.518,48.101
1389,1135.332,28.45
1390,1090.457,53.795
1391,1363.515,14.19
1392,1092.854,19.531
1393,976.451,5.522
1394,1152.663,54.532
1395,861.681,34.478
1396,1124.457,41.245
1397,461.74,197.039
1398,615.017,122.94
1399,541.531,19.784
1400,723.104,65.37
1401,1203.488,148.288
1402,1551.123,14.253
1403,1282.675,38.811
1404,1183.902,36.484
1405,1274.722,230.615
1406,1373.324,63.199
1407,1921.103,95.19
1408,1493.945,19.391
1409,1673.226,18.22
1410,1586.679,52.575
1411,1799.144,54.967
1412,1767.767,48.596
1413,1325.955,68.213
1414,1213.972,29.601
1415,1129.461,17.706
1416,890.977,29.228
1417,685.555,14.117
1418,637.755,8.493
1419,954.582,9.883
1420,800.073,37.491
1421,963.805,48.832
1422,784.109,56.058
1423,935.883,37.572
1424,706.886,61.855
1425,1581.054,24.136
1426,1314.466,48.096
1427,1156.967,24.637
1428,998.293,2.271
1429,1253.983,40.194
1430,900.615,12.775
1431,1689.819,105.716
1432,949.206,32.303
1433,1435.362,9.375
1434,1308.467,9.031
1435,1622.702,9.157
1436,1693.653,10.727
1437,1468.138,32.237
1438,918.601,30.099
1439,1223.481,38.622
1440,577.812,31.981
1441,916.073,6.246
1442,499.856,30.051
1443,802.858,28.96
1444,1070.71,144.228
1445,895.489,176.947
1446,666.751,164.681
1447,691.2,217.427
1448,801.396,15.417
1449,902.807,43.131
1450,743.357,26.296
1451,1465.238,18.759
1452,1752.492,20.918
1453,1875.798,67.359
1454,774.116,9.2
1455,1523.261,48.199
1456,1400.111,81.386
1457,1318.527,39.539
1458,1526.024,24.716
1459,1144.256,94.367
1460,1227.083,12.968
1461,1554.889,9.346
1462,880.932,13.583
1463,1044.036,91.765
1464,750.192,83.448
1465,12.918,181.845
1466,1351.252,60.967
1467,820.215,19.666
1468,710.389,79.863
1469,858.757,32.96
1470,1124.884,34.972
1471,695.4,8.658
1472,1126.927,51.308
1473,883.112,62.112
1474,1319.063,24.788
1475,1132.451,12.178
1476,1418.213,7.958
1477,1683.424,107.407
1478,1273.601,20.825
1479,1548.931,48.251
1480,1465.995,33.844
1481,1194.442,29.019
1482,1184.652,16.458
1483,1568.077,29.559
1484,1499.38,179.185
1485,1429.893,48.798
1486,827.045,18.62
1487,960.647,35.683
1488,1575.687,23.141
1489,753.085,12.08
1490,1300.491,7.445
1491,706.187,16.052
1492,736.304,81.939
1493,811.002,114.374
1494,472.186,30.825
1495,697.005,33.129
1496,1155.967,105.652
1497,999.07,82.992
1498,797.773,30.713
1499,1287.297,49.014
1500,993.964,27.263
1501,1244.842,51.703
1502,1300.459,41.418
1503,1910.867,46.833
1504,1702.932,13.076
1505,1383.716,17.305
1506,1917.697,78.585
1507,1088.106,4.871
1508,1525.434,22.878
1509,1377.371,61.029
1510,808.717,18.339
1511,1113.994,28.208
1512,752.182,21.903
1513,864.048,96.646
1514,854.094,8.585
1515,927.989,8.151
1516,927.611,45.725
1517,963.634,17.701
1518,826.805,2.068
1519,944.376,5.691
1520,1478.495,44.858
1521,907.076,79.903
1522,1561.586,15.87
1523,1185.971,25.154
1524,1722.039,64.639
1525,1401.989,64.736
1526,1312.129,125.225
1527,1709.77,30.143
1528,1858.689,54.711
1529,1646.962,29.476
1530,869.729,53.229
1531,856.672,92.157
1532,1452.77,10.245
1533,1136.511,27.798
1534,1342.887,45.763
1535,1322.157,22.298
1536,545.734,17.867
1537,720.229,19.556
1538,986.897,31.389
1539,948.83,28.777
1540,795.529,57.345
1541,966.081,932.213
1542,1132.78,25.196
1543,684.628,64.048
1544,901.096,21.177
1545,1033.81,51.387
1546,1324.268,43.226
1547,1294.971,17.602
1548,1075.347,59.671
1549,1893.074,10.485
1550,1045.136,50.584
1551,1639.319,35.005
1552,1373.851,31.787
1553,2003.2,38.713
1554,1204.399,39.316
1555,1218.769,45.249
1556,1507.768,24.064
1557,931.519,12.241
1558,1170.793,11.427
1559,783.193,28.374
1560,1240.632,24.102
1561,881.918,25.408
1562,1092.811,31.03
1563,934.298,16.34
1564,917.955,62.097
1565,1160.0,9.079
1566,820.881,0.0
1567,679.192,86.549
1568,728.173,28.799
1569,1386.84,25.31
1570,1260.508,15.605
1571,1402.266,23.27
1572,1444.942,23.966
1573,1296.856,4.914
1574,1741.061,204.913
1575,2036.39,28.627
1576,1584.37,84.372
1577,1498.876,11.173
1578,1023.173,29.427
1579,1574.405,39.804
1580,1720.361,64.773
1581,1266.614,40.861
1582,1018.516,3.754
1583,998.921,12.142
1584,583.507,20.048
1585,825.811,41.795
1586,794.448,13.996
1587,852.754,5.118
1588,817.245,77.103
1589,743.48,81.082
1590,774.167,133.504
1591,850.586,95.603
1592,1218.926,6.546
1593,1355.308,34.622
1594,609.299,15.546
1595,1535.359,15.653
1596,714.769,12.439
1597,1093.243,48.578
1598,2096.086,75.203
1599,1161.206,59.358
1600,1969.324,4.898
1601,1297.698,74.631
1602,1587.088,14.726
1603,1036.743,14.021
1604,1401.3,44.68
1605,1033.921,58.424
1606,775.502,18.265
1607,1114.289,23.523
1608,806.189,23.388
1609,671.995,47.546
1610,688.245,27.956
1611,891.678,4.713
1612,791.976,120.988
1613,858.124,12.568
1614,800.86,36.68
1615,738.992,24.765
1616,923.257,97.576
1617,1113.225,6.71
1618,745.394,7.007
1619,1622.366,34.965
1620,899.338,25.401
1621,1650.942,111.255
1622,1693.363,9.531
1623,1802.876,16.563
1624,1754.808,3.91
1625,1484.046,106.192
1626,1476.706,53.325
1627,1079.69,55.291
1628,1053.203,34.33
1629,1447.833,15.075
1630,1031.954,70.412
1631,1020.724,6.955
1632,743.982,216.667
1633,706.819,23.877
1634,968.462,22.304
1635,827.514,41.546
1636,607.344,10.968
1637,632.229,27.367
1638,505.274,22.571
1639,1010.096,14.163
1640,826.256,76.4
1641,977.642,28.696
1642,1511.611,25.675
1643,1716.851,10.278
1644,1747.622,50.828
1645,1718.265,207.976
1646,917.412,25.828
1647,1400.666,33.862
1648,1404.294,96.601
1649,1545.776,66.985
1650,1770.556,93.477
1651,1223.194,10.065
1652,1313.603,239.963
1653,1240.865,11.83
1654,621.751,13.602
1655,1132.404,78.032
1656,1072.271,13.723
1657,827.193,14.588
1658,901.015,56.455
1659,676.433,61.455
1660,629.591,65.491
1661,682.612,52.387
1662,844.853,59.425
1663,1094.149,5.072
1664,1311.577,56.111
1665,989.949,10.023
1666,1202.569,154.886
1667,1837.917,7.958
1668,1315.999,11.329
1669,1032.692,17.543
1670,906.341,16.447
1671,1837.074,49.597
1672,1514.851,21.029
1673,1890.853,39.726
1674,1242.048,33.57
1675,874.135,4.982
1676,1150.119,11.445
1677,1140.188,7.458
1678,1011.919,37.524
1679,929.004,8.106
1680,1194.608,48.069
1681,806.301,16.61
1682,727.761,40.976
1683,830.112,40.041
1684,1102.775,18.971
1685,1057.114,30.576
1686,742.018,25.877
1687,759.995,90.921
1688,926.887,42.301
1689,892.834,40.485
1690,1553.867,35.999
1691,1539.75,71.177
1692,1451.486,7.71
1693,1433.396,24.572
1694,2083.395,63.917
1695,1766.998,92.178
1696,1936.048,57.231
1697,1423.732,37.253
1698,1923.972,33.017
1699,1503.016,14.075
1700,931.547,48.869
1701,1502.299,13.533
1702,847.28,29.427
1703,1049.792,24.334
1704,730.527,16.042
1705,711.662,19.481
1706,921.862,46.819
1707,757.565,21.381
1708,418.027,26.936
1709,802.961,257.424
1710,773.122,97.431
1711,515.052,84.537
1712,720.651,23.905
1713,1405.599,44.458
1714,1176.849,23.454
1715,1495.444,9.779
1716,1185.953,15.256
1717,1582.325,37.228
1718,905.441,44.11
1719,1739.316,107.556
1720,1304.244,82.827
1721,1660.307,193.704
1722,1648.53,28.132
1723,1779.051,48.05
1724,1555.106,47.154
1725,1636.608,22.599
1726,1006.628,31.073
1727,925.189,11.39
1728,1387.125,25.231
1729,619.904,19.251
1730,839.54,25.933
1731,745.275,33.427
1732,1096.943,177.275
1733,1392.02,26.591
1734,659.9,97.426
1735,911.913,90.797
1736,1128.895,56.677
1737,856.246,26.344
1738,1858.149,6.81
1739,1414.908,24.293
1740,1296.094,2.706
1741,1764.537,119.605
1742,1129.329,15.594
1743,1584.164,19.719
1744,1707.48,33.023
1745,999.22,61.158
1746,1692.12,14.568
1747,1479.43,27.341
1748,1224.758,23.397
1749,1506.836,11.627
1750,992.381,18.656
1751,913.341,10.472
1752,618.762,20.762
1753,822.191,38.02
1754,975.232,19.01
1755,887.964,21.672
1756,937.151,14.659
1757,1027.023,9.041
1758,952.406,28.613
1759,829.228,7.7
1760,726.997,61.933
1761,748.337,2.792
1762,1822.183,48.979
1763,1603.981,45.49
1764,1692.214,134.96
1765,1141.174,13.039
1766,1711.845,53.42
1767,1809.596,27.084
1768,1659.84,15.106
1769,1547.628,39.235
1770,1844.72,27.128
1771,1083.28,6.728
1772,1273.681,51.381
1773,1171.615,50.188
1774,1197.681,88.29
1775,1141.656,35.217
1776,1138.992,16.428
1777,682.491,66.499
1778,890.765,70.244
1779,610.683,39.619
1780,1286.879,92.604
1781,940.166,89.91
1782,785.297,29.778
1783,1211.906,25.026
1784,700.622,14.806
1785,1088.453,32.0
1786,1038.722,20.759
1787,1310.454,14.711
1788,1840.269,9.076
1789,1431.975,25.727
1790,1936.524,18.464
1791,1553.132,14.018
1792,1677.506,17.78
1793,1181.071,6.575
1794,1261.673,44.411
1795,1292.315,33.89
1796,1398.646,34.545
1797,1237.439,34.942
1798,1359.903,9.744
1799,1102.531,17.117
1800,250.993,30.796
1801,842.859,7.182
1802,1148.714,27.066
1803,568.205,8.475
1804,861.82,182.298
1805,1065.714,19.793
1806,866.844,68.643
1807,577.79,51.666
1808,1109.925,232.701
1809,1502.931,53.802
1810,1706.276,21.881
1811,1450.119,10.344
1812,1147.841,6.569
1813,1819.396,115.971
1814,937.319,20.124
1815,1648.548,32.19
1816,1577.673,13.972
1817,1181.219,4.636
1818,1464.13,17.461
1819,1087.102,20.586
1820,1031.567,12.15
1821,1260.553,50.068
1822,1216.021,37.311
1823,1098.241,53.165
1824,688.986,31.488
1825,2900.0,38.312
1826,1123.328,31.845
1827,629.424,29.576
1828,863.202,91.085
1829,1303.643,25.807
1830,577.835,83.505
1831,1147.443,51.513
1832,849.574,41.49
1833,712.562,92.08
1834,1232.908,107.582
1835,1543.448,12.937
1836,839.882,24.716
1837,912.38,24.869
1838,1495.008,30.132
1839,1689.195,46.991
1840,1459.65,17.825
1841,1788.764,10.547
1842,1801.286,11.179
1843,1333.243,18.707
1844,962.152,106.53
1845,1238.507,65.504
1846,1154.203,37.5
1847,968.081,14.653
1848,933.365,43.665
1849,664.929,70.943
1850,996.439,20.607
1851,845.679,19.929
1852,916.927,52.373
1853,890.273,170.507
1854,769.989,224.8
1855,770.762,86.103
1856,1122.283,73.75
1857,1232.908,16.019
1858,948.773,21.92
1859,1554.07,6.081
1860,1784.579,22.396
1861,1058.88,10.708
1862,901.631,43.108
1863,1364.152,48.707
1864,1493.374,1.421
1865,1555.546,137.116
1866,1412.381,15.041
1867,966.668,14.358
1868,1325.951,11.856
1869,1288.846,15.886
1870,885.006,20.279
1871,879.17,14.107
1872,761.534,85.552
1873,636.179,47.098
1874,1045.19,15.473
1875,793.556,26.577
1876,670.007,29.147
1877,1129.721,58.128
1878,916.852,65.361
1879,1132.466,45.531
1880,871.842,29.313
1881,1443.823,33.041
1882,1188.279,54.751
1883,1283.761,79.161
1884,865.273,22.561
1885,1858.713,23.246
1886,1717.077,123.679
1887,1752.266,76.275
1888,2028.076,25.17
1889,1697.928,44.997
1890,1876.522,23.739
1891,1140.849,64.365
1892,1553.383,121.917
1893,858.71,44.465
1894,1370.541,12.096
1895,1208.277,21.867
1896,853.831,15.426
1897,666.53,16.471
1898,860.63,11.526
1899,969.634,52.226
1900,617.135,35.248
1901,1183.227,48.371
1902,878.434,56.744
1903,923.962,100.839
1904,711.856,324.765
1905,1473.02,3.149
1906,1474.36,30.263
1907,1146.539,26.081
1908,1119.959,14.177
1909,986.383,115.522
1910,1943.373,12.132
1911,1177.162,25.995
1912,1620.049,94.57
1913,1446.836,43.085
1914,1156.024,48.352
1915,1714.102,122.127
1916,712.976,122.647
1917,1232.778,70.208
1918,1298.337,15.048
1919,743.241,42.807
1920,586.884,15.248
1921,758.227,13.237
1922,1057.223,44.247
1923,749.445,27.209
1924,787.624,172.747
1925,957.005,21.558
1926,710.178,36.507
1927,574.464,42.277
1928,1120.071,16.99
1929,1570.904,85.659
1930,697.366,15.535
1931,1437.908,44.8
1932,1151.635,117.737
1933,1374.748,81.449
1934,1408.615,39.023
1935,1726.91,34.773
1936,1543.0,7.819
1937,1730.957,6.217
1938,1371.939,11.113
1939,1640.077,49.851
1940,1001.386,13.045
1941,1300.213,19.021
1942,1185.138,49.715
1943,775.119,19.878
1944,1259.777,10.543
1945,798.878,43.4
1946,1076.756,74.389
1947,617.893,5.891
1948,901.963,155.842
1949,724.727,148.933
1950,1102.17,35.479
1951,976.193,90.125
1952,939.794,19.947
1953,913.779,5.282
1954,922.912,13.152
1955,1540.495,14.309
1956,1044.188,27.166
1957,1408.958,4.035
1958,782.199,32.981
1959,1473.254,56.887
1960,1171.743,54.686
1961,1126.542,20.043
1962,1520.903,16.122
1963,1510.733,8.605
1964,1452.719,96.194
1965,1101.597,48.456
1966,909.242,26.912
1967,1054.403,41.334
1968,746.607,18.281
1969,2418.368,18.926
1970,1013.411,33.788
1971,769.515,37.296
1972,674.998,61.362
1973,625.113,149.217
1974,542.484,90.022
1975,1055.223,12.313
1976,907.473,119.018
1977,1241.92,27.333
1978,1156.115,41.422
1979,1268.891,57.8
1980,1396.703,8.158
1981,1226.674,84.764
1982,1408.637,40.765
1983,1631.806,112.54
1984,1894.117,72.944
1985,1936.158,89.337
1986,1901.982,29.622
1987,1478.223,11.242
1988,1283.405,15.127
1989,1079.029,23.761
1990,925.245,42.367
1991,646.387,37.243
1992,645.889,17.319
1993,646.512,28.78
1994,940.93,59.696
1995,778.527,13.728
1996,870.369,46.678
1997,1122.628,56.636
1998,1004.004,13.446
1999,720.262,30.087
2000,1149.507,63.417
2001,1411.759,61.401
2002,912.668,56.714
2003,1231.789,4.475
2004,996.498,112.567
2005,1598.935,20.921
2006,1596.165,11.34
2007,1931.893,70.582
2008,1646.309,90.916
2009,1548.019,15.072
2010,1032.811,63.487
2011,2093.753,106.111
2012,591.4,32.268
2013,1201.601,55.419
2014,1030.372,22.486
2015,930.165,21.646
2016,905.717,60.344
2017,890.753,16.824
2018,807.419,10.822
2019,757.146,37.445
2020,897.824,54.42
2021,784.921,37.998
2022,932.797,32.759
2023,434.508,37.96
2024,634.024,32.21
2025,1093.804,53.674
2026,1330.848,33.124
2027,1220.312,43.752
2028,1273.351,26.177
2029,1889.892,61.696
2030,937.061,11.315
2031,1968.44,3.139
2032,1181.236,14.75
2033,1442.672,18.04
2034,1568.259,146.095
2035,1393.286,28.936
2036,1247.454,35.39
2037,1207.943,67.819
2038,676.074,52.478
2039,977.103,26.732
2040,1097.056,61.928
2041,1394.124,31.238
2042,1244.041,25.478
2043,834.69,80.651
2044,811.048,46.418
2045,702.352,119.842
2046,574.318,55.849
2047,709.96,10.927
2048,640.291,69.789
2049,1234.675,18.771
2050,1410.836,12.671
2051,1397.774,80.079
2052,1220.406,50.325
2053,1640.089,13.133
2054,1430.379,9.33
2055,2038.618,48.004
2056,1500.361,95.553
2057,1082.745,23.693
2058,1686.207,9.439
2059,1972.92,7.271
2060,1437.634,8.366
2061,1252.793,31.964
2062,982.127,17.125
2063,1070.619,60.317
2064,1277.273,9.861
2065,709.932,52.572
2066,951.226,17.093
2067,889.715,8.236
2068,764.411,60.188
2069,1114.99,69.321
2070,907.326,38.854
2071,753.693,33.655
2072,572.877,79.51
2073,1047.226,137.402
2074,980.53,216.017
2075,1319.885,15.96
2076,1148.732,83.955
2077,1360.706,39.782
2078,967.679,17.56
2079,1854.83,45.432
2080,1643.718,14.681
2081,1978.239,7.742
2082,1603.177,91.463
2083,1554.092,31.706
2084,1087.821,53.858
2085,907.194,25.56
2086,953.706,62.498
2087,1803.869,27.601
2088,1217.376,62.016
2089,726.897,31.338
2090,1046.57,9.787
2091,900.406,44.9
2092,788.455,11.199
2093,982.023,83.818
2094,862.57,135.664
2095,567.665,12.852
2096,1230.045,328.515
2097,1601.446,16.809
2098,1563.156,37.409
2099,1669.696,27.313
2100,1077.067,45.526
2101,2105.561,26.471
2102,1418.61,61.476
2103,1461.553,51.824
2104,1595.887,34.172
2105,1967.627,38.585
2106,1547.902,33.818
2107,1420.635,6.415
2108,840.011,22.313
2109,1129.547,14.416
2110,1131.399,33.331
2111,941.748,23.521
2112,1044.951,35.969
2113,681.702,7.871
2114,1048.742,19.11
2115,808.603,29.563
2116,834.443,11.32
2117,1100.974,289.58
2118,900.933,377.165
2119,602.459,53.575
2120,585.712,14.913
2121,907.112,6.087
2122,1212.111,15.404
2123,1212.86,21.151
2124,2102.096,8.844
2125,1714.23,177.848
2126,712.351,22.116
2127,1951.555,106.62
2128,1671.559,20.797
2129,1497.591,26.543
2130,1206.567,38.764
2131,1138.144,33.899
2132,1361.643,16.152
2133,1336.282,36.337
2134,795.662,46.658
2135,1047.164,314.129
2136,1360.692,18.848
2137,419.248,13.906
2138,851.746,23.011
2139,552.791,7.441
2140,896.177,145.695
2141,806.751,25.945
2142,1279.043,44.68
2143,534.945,437.646
2144,1317.162,118.25
2145,811.345,58.824
2146,1491.216,17.373
2147,1117.796,36.203
2148,1234.713,33.083
2149,1434.261,13.205
2150,1056.76,8.526
2151,1614.083,152.206
2152,1343.295,12.168
2153,1587.584,4.466
2154,1483.601,55.113
2155,1218.04,9.81
2156,1418.767,35.221
2157,918.383,19.439
